Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Epoch Time
1,2.3921988549384663,23.108333333333334,1.911352444202342,42.233333333333334,6.152249097824097
2,1.431527187215521,57.13333333333333,1.1305659273837476,68.46666666666667,5.54365348815918
3,0.8916477251877176,72.975,0.8171000886470714,75.66666666666667,5.4519362449646
4,0.6349489642901623,80.425,0.6174350057510619,82.36666666666666,5.53553318977356
5,0.49624267093678737,84.71666666666667,0.4525665171602939,87.46666666666667,5.569773435592651
6,0.40791582197267956,87.69166666666666,0.39726352818468785,89.2,5.497275352478027
7,0.33537088738794024,90.18333333333334,0.3401482282800877,90.56666666666666,5.535836696624756
8,0.2881931405752263,91.44166666666666,0.303251103834903,92.06666666666666,5.589911222457886
9,0.2460046447813511,92.95,0.31190733516469915,91.4,5.604629278182983
10,0.2240010510258218,93.34166666666667,0.25837809814417617,93.33333333333333,5.662052631378174
